user_id,auth_events,unique_device_families,unique_os_families,unique_browser_families,device_switches,content_events,content_unique_ips,concurrent_max_distinct_ips,concurrent_event_ratio,geo_max_speed_mph,geo_impossible_travel_count,geo_max_distance_from_registration,password_reset_count,avg_days_since_exam_at_reset,avg_days_since_high_readiness_at_reset,password_resets_after_positive,reset_device_diversity_change,positive_at,post_positive_content_count,post_positive_exam_count,flag_impossible_travel,flag_concurrent,flag_device_diversity,flag_post_success,flag_reset_shift,concurrent_event_ratio_z,unique_device_families_z,device_switches_z,anomaly_score,post_positive_total_activity,has_reset,has_positive,has_geo,risk_score,risk_score_norm,model_score_raw,model_score_norm,final_score,risk_tier,flags,any_flag
95a10bef-70ad-46c6-a036-66726e5e05ee,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,788.7944599953075,1.0,34.2468198685996,,,,,,2023-06-11 21:08:00,1.0,0.0,True,False,False,True,False,0.0,0.0,0.0,0.0,1.0,False,True,True,2.5,0.4545454545454545,0.4847788055967511,0.9219407353210172,0.5947640387781232,medium,"impossible_travel,post_success",True
040e03e6-3e5e-437d-a6e2-519214280b7b,2.0,2.0,2.0,2.0,1.0,172.0,4.0,1.0,0.0,850.4547341145642,1.0,16.841924877622674,,,,,,2025-07-13 19:50:42,0.0,2.0,True,False,False,True,False,0.0,0.6745,0.0,0.6745,2.0,False,True,True,2.5,0.4545454545454545,0.4837578575302235,0.9206603255899032,0.594379915858789,medium,"impossible_travel,post_success",True
f7fee1d5-8ead-41a1-a2ee-0b2fba137c4e,10.0,3.0,3.0,2.0,7.0,,,,,1017.1651932931436,1.0,,2.0,,494.0,2.0,2.0,2024-01-28 00:22:32,0.0,0.0,True,False,False,False,True,0.0,1.349,0.0,1.349,0.0,True,True,True,2.3,0.4181818181818181,0.6729784341042253,0.9970276202670568,0.5918355588073898,medium,"impossible_travel,reset_shift",True
14c1c108-10a4-4777-8f2b-f05358bbd119,13.0,3.0,3.0,1.0,3.0,,,,,386143.74928435386,2.0,3755.1213420985823,2.0,13.0,,0.0,2.0,,,,True,False,False,False,True,0.0,1.349,0.0,1.349,0.0,True,False,True,2.3,0.4181818181818181,0.672683107743554,0.9969818913480886,0.5918218401316993,medium,"impossible_travel,reset_shift",True
0eb15c90-8102-4bfa-8c4d-656604891060,48.0,3.0,3.0,3.0,26.0,42.0,8.0,2.0,0.0238095238095238,7617.3696139632975,4.0,1778.386074937168,4.0,0.0,,0.0,2.0,,,,True,False,False,False,True,0.0,1.349,0.0,1.349,0.0,True,False,True,2.3,0.4181818181818181,0.6726681968485017,0.9968904335101518,0.5917944027803181,medium,"impossible_travel,reset_shift",True
5c1550cb-9f8d-41d8-802e-7578e4edd856,23.0,3.0,3.0,3.0,7.0,56.0,6.0,1.0,0.0,7080.222126440683,1.0,785.2243461992075,10.0,36.0,,0.0,2.0,,,,True,False,False,False,True,0.0,1.349,0.0,1.349,0.0,True,False,True,2.3,0.4181818181818181,0.6470607088249961,0.9935979513444302,0.5908066581306017,medium,"impossible_travel,reset_shift",True
c9f7dd2a-c0d8-41bc-8412-4e583fc823ad,14.0,3.0,3.0,2.0,6.0,39.0,13.0,2.0,0.0256410256410256,9974.530886551256,2.0,2504.1342925345452,2.0,,,0.0,2.0,,,,True,False,False,False,True,0.0,1.349,0.0,1.349,0.0,True,False,True,2.3,0.4181818181818181,0.6302294991253825,0.9914486921529176,0.5901618803731479,medium,"impossible_travel,reset_shift",True
3aa17c8a-c3b9-47a4-833e-3f78d26e4dd3,10.0,3.0,3.0,2.0,5.0,,,,,18748.127169816136,1.0,990.887698653249,2.0,,,0.0,2.0,,,,True,False,False,False,True,0.0,1.349,0.0,1.349,0.0,True,False,True,2.3,0.4181818181818181,0.6071569247585517,0.9869215291750504,0.5888037314797878,medium,"impossible_travel,reset_shift",True
d49cbcf3-43f6-48be-847f-590f23535202,16.0,3.0,3.0,2.0,5.0,93.0,6.0,2.0,0.010752688172043,4084.9874954000006,1.0,50.06349530281042,2.0,,,0.0,2.0,,,,True,False,False,False,True,0.0,1.349,0.0,1.349,0.0,True,False,True,2.3,0.4181818181818181,0.5833917545506232,0.9813426010609108,0.5871300530455459,medium,"impossible_travel,reset_shift",True
a726b877-6652-4213-81a3-e5c7ac0f08af,18.0,3.0,3.0,2.0,9.0,33.0,6.0,1.0,0.0,779.3713210798652,1.0,2255.474099344048,2.0,,,0.0,2.0,,,,True,False,False,False,True,0.0,1.349,0.0,1.349,0.0,True,False,True,2.3,0.4181818181818181,0.573620483696712,0.978004389976221,0.5861285897201389,medium,"impossible_travel,reset_shift",True
bc9b82bf-d393-423a-afcf-4b57c79800bd,5.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,3583.288556973388,1.0,49.04918845998955,1.0,,,0.0,2.0,,,,True,False,False,False,True,0.0,0.6745,0.0,0.6745,0.0,True,False,True,2.3,0.4181818181818181,0.5365606341344296,0.9621364550942016,0.5813682092555331,medium,"impossible_travel,reset_shift",True
17a9844e-8183-496e-a739-65cecb8b1bce,16.0,3.0,3.0,3.0,6.0,250.0,29.0,3.0,0.132,263.5471466217794,0.0,2098.870156020233,,,,,,2025-08-13 00:17:27,60.0,167.0,False,True,False,True,False,0.0,1.349,0.0,1.349,227.0,False,True,True,2.2,0.4,0.6917279703226736,0.9980793854033292,0.5794238156209988,medium,"concurrent,post_success",True
6ad08746-a5c4-415f-8e46-dc7d89ba47e8,14.0,2.0,2.0,3.0,5.0,177.0,40.0,3.0,0.0508474576271186,19.216100408111465,0.0,1458.7180709998306,,,,,,2025-05-06 14:24:34,97.0,22.0,False,True,False,True,False,0.0,0.6745,0.0,0.6745,119.0,False,True,True,2.2,0.4,0.657346712768526,0.9951984635083226,0.5785595390524967,medium,"concurrent,post_success",True
949b3b19-c7c8-4b36-ae6c-d82ada71c6f7,12.0,3.0,3.0,2.0,5.0,66.0,5.0,2.0,0.2727272727272727,0.777176774131704,0.0,293.14930607601497,,,,,,2023-07-24 01:26:58,66.0,4.0,False,True,False,True,False,0.0,1.349,0.0,1.349,70.0,False,True,True,2.2,0.4,0.6293696914915248,0.9912200475580756,0.5773660142674226,medium,"concurrent,post_success",True
